Acad Group,Subject,Catalog,Course ID,Course Title,Course Description,Component,Equivalent Courses,Requirement Group Description,Typically Offer,Credits,Add Consent,Drop Consent,,,,,,,,,
CIAS,CWTD,799,102634,Grad Textiles Ind Study,"Textiles Independent Study will provide students with the ability to study in a specialized area with an individual faculty member. Students, with the assistance of a faculty advisor will propose a course of study.",IND,,Enrollment in this course requires permission from the department offering the course.,FALL-SPRNG,1.00 - 6.00,Department Consent Required,,,,,,,,,,
CIAS,DDDD,101,114535,Introduction to Modeling and Motion,"This course is an introduction to the representation of form and motion in three-dimensional software. The course focuses on the development of visual and verbal vocabulary as a means of exploring, developing, and understanding composition and motion with digital geometry and in virtual spaces. Topics include the basics of lines, planes, contour, transforming lines into form, composing images with a software camera, interaction of light and surface, perspective, resolution of geometry, and rendering. Perception and visual thinking are emphasized in the development of projects. Projects will include modeling organic and inorganic forms, composition, level of detail, creation of spaces and motion. Structured assignments develop skills in concept generation, basic form making, techniques for creating motion, and craftsmanship. Emphasis is placed on workflow, teamwork, and the technical and aesthetic aspects of each project.",LEC,"DDDD-101, 2014-221",3DDG-BFA,FALL,3,,,,,,,,,,,
CIAS,DDDD,102,113711,Introduction to Visual Design,"This course is an introduction to the development of surface materials in three- dimensional software, using the basic concepts covered in Intro to 3DDG Modeling and Motion. Principles of additive and subtractive color are developed as they relate to the interpretation of physical phenomena within a virtual world. The vocabulary expands to include the interaction of light and surface attributes including: color, relief, specularity, transparency, and more. Projects focus on using color, value and texture to enhance the representation of form and space. The basics of node based materials design is introduced.  Additional techniques for UV layout are introduced.  Concepts are introduced through lectures, discussions, demonstrations, research, assigned projects, and critiques. Assignments develop skills in surface design, lighting and rendering.",LEC,,"Prerequisites:  This class is restricted to students in 3DDG-BFA.
Co-requisite: DDDD-101 or equivalent course.",SPRING,3,,,,,,,,,,,
CIAS,DDDD,103,200512,Imaging for 3D,"This course provides experience in generating images, both still and moving, for use with the three-dimensional software environment.  Students learn techniques for drawing perspective and orthographic views as well as cabinet drawings, oblique drawings, and other techniques.  Students learn to create curves to import for model creation, to capture images photographically to use as textures, to create wrapping textures, to compile multiple frames into a movie, to merge segments together into a single movie, to record and incorporate audio elements, and to export results to the web and other media.  Students learn to use a green screen to add live elements to their work.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-101 or equivalent course.,SPRING,3,,,,,,,,,,,
CIAS,DDDD,201,113962,Modeling Strategies,This course provides extensive coverage of methods for modeling where evaluation of the appropriate modeling method to use in various situations is key. The emphasis in the course is on problem solving.  Modeling challenges of various types are incorporated into the projects. With these techniques students create complex models of organic and inorganic forms using many techniques.,LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-101 or equivalent course.,FALL,3,,,,,,,,,,,
CIAS,DDDD,202,113264,Layers and Effects,Students learn to utilize render layers and to create effects using software that makes it possible to incorporate multiple layers of image and audio into a single project.  Issues related to integrating images created using different renders is covered.  Emphasis is placed on incorporating various elements into a cohesive whole matching lighting and perspective.,LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-102 or equivalent course.,SPRING,3,,,,,,,,,,,
CIAS,DDDD,203,107417,Scripting,"This course covers the use of scripts to control various aspects of three-dimensional environments, models, textures, motion, production workflow and more. Students develop scripts to control particles, models, textures, motion, and interaction with the environment. Additionally students gain experience downloading scripts to micro controllers.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-101 or equivalent course.,FALL,3,,,,,,,,,,,
CIAS,DDDD,206,109000,Service Project,"The course focuses on playing a supportive role in the development of a three- dimensional digital design project from the planning stage, through completion and presentation. Emphasis is placed on working effectively on a team and providing leadership in a supportive team role. Methods for clearly communicating with a client are addressed including sketches, reference images, flowcharts and storyboards.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-102 and DDDD-201 or equivalent courses.,SPRING,3,,,,,,,,,,,
CIAS,DDDD,207,114537,"Lighting, Materials, and Rendering","The course focuses on advanced techniques in lighting, materials, and rendering.  Students light objects and spaces. They use shading networks to incorporate groups of two-dimensional and three-dimensional textures into realistic and non-photorealistic materials. Students learn to use texture maps instead of detail in models to increase interaction speeds. Textures are to prototype simple models into complex scenes before completion of final geometry. Displacement textures are used to create detail in models. Use of the node-based system to control many aspects of the 3D environment is covered. Use of textures to simulate non-dynamic lights and shadows is introduced. Planning for the economical use of textures and for the replacement of models with texture maps in level of detail (LOD) situations will be addressed as well.  Students learn to design effective render layers. They learn the strengths and weaknesses of various renderers and are able to make effective judgments about which renderer to use in a given situation.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-202 or equivalent course.,SPRING,3,,,,,,,,,,,
CIAS,DDDD,208,108074,Anatomical Figure Drawing,"Lessons introduced in lecture will be applied during figure drawing sessions.  These lessons describe a proportion system developed by Robert Beverly Hale to define the human skeleton.  After studying the skeleton, the course focuses on all major muscle groups and their influence on the human form.",STU,,3DDG-BFA,SPRING,3,,,,,,,,,,,
CIAS,DDDD,301,114538,Professional Practice,"The course focuses on preparing students to enter the professional world.  Projects include the development of a resume, cover letter, artist's statement, bio, and portfolio.  Focus is placed on submitting work to competitions, both visual and written, related to their work.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-103 or equivalent course.,FALL,3,,,,,,,,,,,
CIAS,DDDD,302,111545,History of Digital Graphics,"As a historical overview of computer graphics design, this course covers the development of digitally based graphics and imagery from its pre history to the present. It touches on related technology and the growth of the computer industry. Major pioneers and their contributions are reviewed. The course traces the use of digital technology in the creation of graphics for design, interactive media, fine art, animation, visualization, and performance.",LEC,,3DDG-BFA,FALL,3,,,,,,,,,,,
CIAS,DDDD,306,114539,Project Planning and Production,"In this course students learn to develop design documents, timelines, budgets, marketing plans, and supporting material for potential projects.  A project of their own design is then fully implemented and presented at the end of the term.",LEC,"DDDD-306, 2014-463",Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-301 or (2014-411 and 2014-513) or equivalent courses.,SPRING,3,,,,,,,,,,,
CIAS,DDDD,399,201216,3D Digital Design Part-time Coop,"The three-dimensional digital design co-op will provide students with the option to work in the 3D digital design field. Students may apply for co-op employment to businesses based on the availability of positions and business job needs. 3D Digital Design co-ops must be approved and sponsored by a faculty advisor. Co-ops are typically paid work experiences and can be either part-time (10-15 hrs/wk) or full-time (min 35 hrs/wk). All Co-ops must fall within an RIT term (fall, spring, summer).",COP,,,FA-SP-SU,0,Department Consent Required,Department Consent Required,,,,,,,,,
CIAS,DDDD,401,111444,Senior Thesis Testing and Documentation,"The course focuses on implementing a three-dimensional digital design project from the planning stage, through completion and presentation. By the end of the term the student will have completed most of the project and have made all of the aesthetic decisions relative to the project in preparation for an intense critique at the end of the quarter.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-306 or equivalent course.,FALL,3,,,,,,,,,,,
CIAS,DDDD,402,111452,Senior Thesis I,"The course focuses on implementing a three-dimensional digital design project from the planning stage, through completion and presentation. By the end of the term the student will have completed most of the project and have made all of the aesthetic decisions relative to the project in preparation for an intense critique at the end of the quarter.",LEC,,3DDG-BFA,FALL-SPRNG,3,,,,,,,,,,,
CIAS,DDDD,403,200005,Senior Thesis II,"The course focuses on the completion of a major three-dimensional digital design project from the planning stage, through completion and presentation. Based on the feedback received in the critique at the end of the previous term, students refine and complete their project and prepare to submit their work to competitions and integrate it into their portfolio.",LEC,,3DDG-BFA,,3,,,,,,,,,,,
CIAS,DDDD,498,109967,3D Digital Design Internship,"This course exposes students to the professional environment through outside job opportunities in at places of employment that utilize three-dimensional software for various applications and other acceptable organizations. Students will work under the guidance of Art Directors, Technical Directors, or other professionals in the field and perform creative work that is educational and meaningful for their short-term academic goals as well as their long-range career preparation. Documentation of the experience is required and final review from employer is required documenting the kind and quality of work performed. Students must obtain pre-approval of their department and complete the Internship Approval Form. Credit earned is used toward elective or major elective credits.",INT,,3DDG-BFA,FALL-SPRNG,1.00 - 6.00,Department Consent Required,,,,,,,,,,
CIAS,DDDD,499,109118,3D Digital Design Coop,"The three-dimensional digital design co-op will provide students with the option to work in the 3D digital design field. Students may apply for co-op employment to businesses based on the availability of positions and business job needs. 3D Digital Design co-ops must be approved and sponsored by a faculty advisor. Co-ops are typically paid work experiences and can be either part-time (10-15 hrs/wk) or full-time (min 35 hrs/wk). All Co-ops must fall within an RIT term (fall, spring, summer).",COP,,3DDG-BFA YR 2-4,FALL-SPRNG,0,Department Consent Required,Department Consent Required,,,,,,,,,
CIAS,DDDD,516,114551,Advanced Studio,"This course focuses on students working more independently to explore an area of three-dimensional digital design not covered in other course work.  Students will work closely with the instructor to research and complete tutorials in a new area.  They will develop skills in that area and then create a tutorial explaining what they have learned.  They will present what they have learned to the rest of the class as a means of extending their knowledge into specialized areas that are not covered in other course. Students must have an area of exploration defined in writing in advance of enrolling in the course, which must be approved by the instructor.  This course is repeatable.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-306 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,DDDD,517,110627,Experimental Workshop,"The course focuses on implementing, advanced, newly developing ideas in three-dimensional computer graphics. The specific topic varies and is determined by the instructor. A specific course outline is provided each time the course is taught. Potential topics include the creation of interactive installations, game asset design, digital performances, cyber fashion, network art, locative media, scientific visualization, information visualization, event design, projection design, or any new area in digital design.  This course has a subtopic and may be repeated with different subtopics; subtopics cannot be repeated.",LEC,,"Prerequisites: This class is restricted to 3DDG-BFA students who have completed 
DDDD-206 or equivalent course.",FALL-SPRNG,3,,,,,,,,,,,
CIAS,DDDD,521,114540,Character Design and Rigging,"This course covers first the design of characters and then the creation of them using three-dimensional software, inverse kinematics, parent and rigid binding, bones, and deformers. Students design characters using techniques like interpretant matrices, model sheets, sketches, and maquettes followed by development of the actual character in software. Characters are designed for incorporation into motion graphics, games, real time applications, performance, or visualization.",LEC,"DDDD-321, 2014-366","Prerequisites: This class is restricted to 3DDG-BFA students who have completed 
DDDD-201 and DDDD-203 or equivalent courses.",FALL,3,,,,,,,,,,,
CIAS,DDDD,522,113738,Environment Design,"This course covers modeling techniques useful in developing environments, both interior and exterior.  The content of the course covers proportions appropriate to a variety of environments, lighting for spaces, surface design to replicate real world materials, and building to an appropriate level of detail for the circumstance.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-201 and DDDD-207 or equivalent courses.,FALL,3,,,,,,,,,,,
CIAS,DDDD,523,113486,Hard Surface Modeling,"The course focuses on designing and constructing hard surface models including machinery, furniture, vehicles, electronics, and robots. Students explore the use of different modeling techniques in the process and are particularly interested in the flow of the topology within the geometry.  Some attention is given to creating controls for moving the hard surface models.",LEC,,"Prerequisites: This class is restricted to 3DDG-BFA students who have completed 
DDDD-201 or equivalent course.",FALL,3,,,,,,,,,,,
CIAS,DDDD,526,114557,Physical Interface Design,"This course covers the use of basic electronics so that students can develop embedded systems or controllers for games, design environments with ambient intelligence, design interactive museum exhibits and point of purchase installations, or embed electronics in clothing.  Students use micro controllers, sensors, switches, lights, and motors to implement their designs.",LEC,,This class is restricted to students in 3DDG-BFA with at least 3rd year standing.,SPRING,3,,,,,,,,,,,
CIAS,DDDD,527,114536,Real Time Design,"In this course students design levels for games or virtual worlds for a variety of applications. Once the design is complete, the design is implemented using high-end three-dimensional software. In many cases the projects will be large and will be executed by teams of students. Versioning systems will be used to keep track of the most recently developed assets. Models are imported into real time software engines for manipulation.",LEC,"DDDD-327, 2014-462","Prerequisites: This class is restricted to 3DDG-BFA students who have completed 
DDDD-201 or equivalent course.",SPRING,3,,,,,,,,,,,
CIAS,DDDD,528,114549,Simulating Natural Phenomena,"In this course students use learn to simulate gasses, liquids and forces as well as develop complex organic systems in natural environments.  Students employ particle systems, physics engines, l-systems, and software designed especially for developing richly detailed natural environments. The content of the course encompasses both modeling natural environments and also phenomena in motion; such has windstorms, fire, cloth, hair, fur, and water.",LEC,,Prerequisites: This class is restricted to 3DDG-BFA students who have completed DDDD-201 and DDDD-207 or equivalent courses.,SPRING,3,,,,,,,,,,,
CIAS,DDDD,599,111222,3D Digital Design Independent Study,"3D Digital Design Independent Study will provide students with the ability to study in a specialized area with an individual faculty member. Students, with the assistance of a faculty advisor will propose a course of study. 3D Digital Design independent study students must obtain permission of an instructor and complete the Independent Study Permission Form to enroll.",IND,,This course is restricted to students in 3DDG-BFA with at least 3rd year standing.,FALL-SPRNG,1.00 - 6.00,Department Consent Required,,,,,,,,,,
CIAS,FDTN,111,102379,Drawing I,"This course is an introduction to the visualization of form, thought and expression through the drawing process. Concepts are introduced by lectures, discussions, demonstrations, research and assigned projects.   Designed to provide a broad introductory experience, students will experiment with a wide variety of media, tools, techniques and subjects to develop drawing expertise and problem solving skills related to design and composition. Course work will be assessed through critique, facilitating self-assessment and the growth of both a visual and verbal vocabulary. The focus of the course is to provide awareness of the full range of ways in which drawing is used as a tool for both self-expression and communication.",STU,,UGRD-CIAS,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FDTN,112,114639,Drawing II,"This course is an introduction to the visualization of form, thought and expression through the drawing process. Concepts are introduced by lectures, discussions, demonstrations, research and assigned projects.   Designed to provide a broad introductory experience, students will experiment with a wide variety of media, tools, techniques and subjects to develop drawing expertise and problem solving skills related to design and composition. Course work will be assessed through critique, facilitating self-assessment and the growth of both a visual and verbal vocabulary. The focus of the course is to provide awareness of the full range of ways in which drawing is used as a tool for both self-expression and communication.",STU,"FDTN-112, 2013-213",Prerequisites: FDTN-111 or equivalent course.,FA-SP-SU,3,,,,,,,,,,,
CIAS,FDTN,121,102385,2D Design I,"This course is a structured, cumulative introduction to the basic elements and principles of two-dimensional design. Organized to create a broad introductory experience, the course focuses on the development of both a visual and a verbal vocabulary as a means of exploring, developing and understanding two-dimensional compositions. Concepts are introduced through lectures, discussions, demonstrations, research, assigned projects and critiques. The course addresses a wide variety of media, tools, techniques both traditional and technological, and theoretical concepts to facilitate skill development and experimentation with process. Visual comprehension, the ability to organize perceptions and horizontal thinking that crosses other disciplines and theories, are key foundational components to the development of problem solving skills. Accumulative aspects of the curriculum included the exploration of historical and cultural themes and concepts intertwined with aspects of personal interpretation and experience.",STU,,UGRD-CIAS,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FDTN,122,114490,2D Design II,"This course is the second semester of a sequential, structured introduction to the basic elements and principles of two-dimensional design. Organized to create a broad introductory experience, students will build upon the visual and a verbal vocabulary, media, techniques, skill development and processes acquired during the fall semester. This term will also focus on the comprehensive exploration of color theory as well as dealing with conceptualization and more advanced issues related to problem solving. Accumulative aspects of the curriculum included the exploration of historical and cultural themes and concepts intertwined with aspects of personal interpretation and experience.",STU,"FDTN-122, 2013-233",Prerequisites: FDTN-121 or equivalent course.,FA-SP-SU,3,,,,,,,,,,,
CIAS,FDTN,131,114067,3D Design I,"This course presents a progressive study over two-semesters in terminology, visual principles, exploration, concept generation, process, and techniques of three-dimensional design.  Using hands-on problem solving, student will develop an informed understanding of the three-dimensional form and space with an emphasis on the elements and principles of visual design and their function as the building blocks and guidelines for ordering a three-dimensional composition. A heightened awareness of form and space will be developed through lecture, assigned projects, and critiques. Students will also develop a personal awareness of problem seeking and solving, experimentation and critical analysis. **Note: May be taken as a one-semester offering**",STU,,UGRD-CIAS,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FDTN,132,114494,3D Design II,"This is the second-semester of a sequential course.  The focus is on composing three-dimensional form and its relationship to space.  Students will build on their prior term experiences, which include the introduction to three-dimensional principles, materials, and building processes.  Students will develop the sophisticated skill of conceptualization.  More advanced problems will be assigned and students will have the opportunity to explore a wide range of material and process possibilities for their resolution.  A heightened awareness of idea development and design research will be explored. Inclusion of 21st century themes in the arts of social cultural and community.",STU,"FDTN-132, 2013-243",Prerequisites: FDTN-131 or equivalent course.,SP-SU,3,,,,,,,,,,,
CIAS,FDTN,141,114496,4D Design,"4D Design introduces students to the basic concepts of art and design in time and space. Computers, video, photo, sound and lighting equipment are used to create short-form time-based work. This work explores the elements of moving images, serial, sequential and narrative ordering, still and moving image editing, sound and image relations, and object and event analysis. The course will address the historical conventions of time in art and their relationship to recent technological advances, which have redefined the fields of fine art and design. In focusing on the relations between students' spacing and timing skills, 4D design extends and supplements the other foundation courses, and prepares students for further work with time-based media.",LEL,,UGRD-CIAS,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,201,114983,Introduction to New Forms,"As one of five required sophomore courses that introduce the techniques, processes, and technologies of the visual fine arts to Fine Arts Studio students, introduction to new forms focuses on the diverse new forms of expression that have emerged in contemporary fine art including: installation, performance, video, light, sound, and numerous digital media. Students will research and produce artwork utilizing some of these new forms of personal expression.",STU,,Prerequisites: FDTN-112 and FDTN-122 and FDTN-132 or equivalent courses and enrollment in the FNAS-BFA program.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,202,110513,Intro Non-Toxic Printmaking,This course is designed to introduce non-toxic printmaking concepts and techniques.,STU,,Prerequisites: FDTN-112 and FDTN-122 and FDTN-132 or equivalent courses and enrollment in the FNAS-BFA program.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,203,111845,Introduction to Painting,"Students begin a personal exploration of techniques in painting to advance their understanding, using color theory, building compositions and effective use of painting materials.  Individual approaches to content range from abstraction through representational art, as students address contemporary visual arts issues.",STU,,Prerequisites: FDTN-112 and FDTN-122 and FDTN-132 or equivalent courses and enrollment in the FNAS-BFA program.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,204,114459,Introduction to Sculpture,"This course is designed for students to develop ideas through investigation of basic sculpture practices, processes, and materials.  Introduction to additive, subtractive, assemblage, and substitution processes of making sculpture will be covered with expectations that students will develop these skills in relation to individual concepts and directions.",STU,"FNAS-204, 2021-383",Prerequisites: FDTN-112 and FDTN-122 and FDTN-132 or equivalent courses and enrollment in the FNAS-BFA program.,FALL,3,,,,,,,,,,,
CIAS,FNAS,269,200714,Sculpture for Non-Majors,"This course offers an introduction to sculpture and will expose students to basic concepts, forms, methods, and materials of the art form. The principles of space, volume, surface texture, multiple viewpoints, and gravity will be explored in three-dimensional projects.",LEL,,This class is open to all undergraduate students except for those in the FNAS-BFA major.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,305,114985,Figure Drawing,"Figure drawing skills are taught in a traditional life drawing class format with emphasis on dynamic line quality, visual perception and contemporary approaches to figure drawing.",STU,,Prerequisites: FDTN-112 or equivalent course and FNAS-BFA Major students.,FALL,3,,,,,,,,,,,
CIAS,FNAS,399,201218,Fine Arts Studio Part-time Coop,"The fine arts studio co-op will provide students with the option to work with established artists or in fine art related businesses. Students may apply for co-ops with businesses based on the availability of positions and business job needs. Students must obtain permission of a faculty member to enroll. Co-ops are typically paid work experiences and can be either part-time (10-15 hrs/wk) or full-time (min 35 hrs/wk). All Co-ops must fall within an RIT term (fall, spring, summer).",COP,,,FA-SP-SU,0,Department Consent Required,Department Consent Required,,,,,,,,,
CIAS,FNAS,401,114986,Senior Show,"This course gives Fine Arts Studio students a capstone experience focused on the exhibition of a culminating body of artwork.  Professional presentation through oral, written, and visual means as relevant to the contemporary art world will be stressed.  Students will be involved in every aspect of their senior show from creating the work, hanging the exhibition, and preparing marketing materials.",LEC,,Prerequisites: FNAS-514 or equivalent course and 4th year standing in FNAS-BFA.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,405,114984,Fine Art Drawing,"This class is devoted to building upon each student’s skills in drawing with attention to use of a variety of mark making materials and surfaces.  Drawing uses perceptual and conceptual approaches to creative visual art making.  Students engage in issues of representation and abstraction through relationships of marks, lines and other graphic notations.  Contemporary drawing can focus on direct observations or imaginative compositions among many other valid approaches.",STU,,Prerequisites: FNAS-305 or equivalent course and FNAS-BFA Major students.,FALL,3,,,,,,,,,,,
CIAS,FNAS,498,111431,Fine Arts Studio Internship,The Fine Arts Studio Internship will provide students with the option to work with established artists or in fine art related businesses. Students may apply for internships to businesses based on the availability of positions and business job needs. Students must obtain permission of an instructor and complete the Internship Permission Form to enroll.,INT,,Enrollment in this course requires permission from the department offering the course.,FALL-SPRNG,1.00 - 6.00,Department Consent Required,,,,,,,,,,
CIAS,FNAS,499,107148,Fine Arts Studio Co-op,"The fine arts studio co-op will provide students with the option to work with established artists or in fine art related businesses. Students may apply for co-ops with businesses based on the availability of positions and business job needs. Students must obtain permission of a faculty member to enroll. Co-ops are typically paid work experiences and can be either part-time (10-15 hrs/wk) or full-time (min 35 hrs/wk). All Co-ops must fall within an RIT term (fall, spring, summer).",COP,,,FALL-SPRNG,0,Department Consent Required,Department Consent Required,,,,,,,,,
CIAS,FNAS,501,114981,Fine Arts Studio: New Forms,"New Forms examines the diverse new forms of expression that have emerged in contemporary fine art, including installation, performance, video and digital art among the many other possibilities. Students will research some of these new forms and produce artwork in at least one of these forms. Students in the Fine Arts Studio program may choose any combination of Fine Arts Studio: (Painting, Non-Toxic Printmaking, Sculpture or New Forms) classes to meet the 18 credit course requirements in their major. Any course may be repeated..",STU,,This course is restricted to students in FNAS-BFA with at least 3rd year standing.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,502,114982,Fine Arts Studio: Non-Toxic Printmaking,"This course is designed to introduce advanced non-toxic printmaking concepts and techniques. The focus will be on non-toxic intaglio printmaking research and how to creatively apply techniques that will result in sophisticated works of art. Students in the Fine Arts Studio program may choose any combination of Fine Arts Studio: (Painting, Non-Toxic Printmaking, Sculpture or New Forms) to meet the 18 credit course requirements in their major. Any course may be repeated.",STU,,This course is restricted to students in FNAS-BFA with at least 3rd year standing.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,503,114968,Fine Arts Studio Painting,"Fine Arts Studio Painting students engage in contemporary visual art practice through a personal exploration of painting techniques. Individual approaches to painting address issues of representation and abstraction to build a portfolio for further career advancement. Students in the Fine Arts Studio program may choose any combination of Fine Arts Studio: ( Painting, Non-Toxic Printmaking, Sculpture or New Forms) classes to meet the 18 credit course requirements in their major. Any course may be repeated.",STU,,This course is restricted to students in FNAS-BFA with at least 3rd year standing.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,504,114374,Fine Arts Studio:  Sculpture,"This course allows students to explore concepts, materials, processes, and techniques to develop a personal, cohesive three-dimensional body of work.  Theories and history of sculpture will be discussed as relevant to individual directions.    Students in the Fine Arts Studio program may choose any combination of Fine Arts Studio: (Painting, Non-Toxic Printmaking, Sculpture or New Forms) to meet the 18 credit course requirements in their major. Any course may be repeated.",STU,,This course is restricted to students in FNAS-BFA with at least 3rd year standing.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,514,101936,Ideation and Series,"Creative flow, having an endless stream of ideas, alternatives, and choices for solutions, helps creative work evolve and reach more advanced levels.  In this course students develop appropriate skills and strategies to generate ideas and develop them effectively.",STU,,This course is restricted to students in FNAS-BFA with at least 3rd year standing.,FALL,3,,,,,,,,,,,
CIAS,FNAS,517,112919,Business Practices for Fine Artists,"This class is devoted to business issues that artists must address including building and maintaining a portfolio, pricing and marketing strategies and public relations.  Financial organization and communication skills are highlighted as are networking skills for the advancement of an artist's work.",LEC,,This course is restricted to students in FNAS-BFA with at least 4th year standing.,FALL,3,,,,,,,,,,,
CIAS,FNAS,531,201168,Non-Toxic Printmkg Non-Majors,This course is designed to introduce non-toxic printmaking concepts and techniques to students outside the Fine Arts Studio major.,STU,,This class is open to all undergraduate students except for those in the FNAS-BFA major.,FALL,3,,,,,,,,,,,
CIAS,FNAS,533,200406,Painting for Non-Majors,Students will be encouraged to experience and explore the properties of Oil Painting and establish strategies toward solving problems of composition related to successful form content.,LEL,,This class is open to all undergraduate students except for those in the FNAS-BFA major.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,535,112669,Art Gallery Management,"The complex social and cultural role of a fine arts gallery will be explored through supportive gallery operations: the installation of experimental and traditional exhibits, promotion, and marketing for competitions, student initiatives and special events tailored to the RIT and community arts audiences, Metro site visitations and gallery research will be combined with arranged studio hours in a gallery laboratory setting.",LEC,,This course is available to RIT degree-seeking undergraduate students.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,538,200892,New Forms for Non-Majors,"New Forms for Non-Majors is designed to introduce students who are not in the Fine Arts Studio program to some of the new possibilities for personal expression outside of or beyond traditional drawing, painting, printmaking and sculpture. The students’ expertise from other fields can be channeled into forms of personal, fine art expression.",STU,,This class is open to all undergraduate students except for those in the FNAS-BFA major.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,543,200407,Foundry Practices,"This course is designed to introduce or develop students’ skills in casting metals with an emphasis on cast iron and the use of a cupola.  Advanced pattern-making, mold-making, sprueing, patination, and casting techniques will be introduced.  Students will develop their concepts through cast metal sculpture.",LEL,,Prerequisites: FDTN-132 or equivalent course.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,550,201147,Topics in Fine Arts Studio,"A focused immersion into a selected traditional or contemporary process, technique, medium or material used in the creation of artwork. Topic will be determined by faculty teaching the course. A subtopic course description will be published each term the course is offered.  This course can be repeated.",STU,,This class is restricted to students with majors in CIAS and at least 3rd year student standing.,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,560,103298,Watercolor,An intermediate to advanced exploration of watercolor concepts and techniques to enhance skill development and personal expression of the individual student.,LEL,,Prerequisites: FDTN-112 or equivalent course.,FA-SP-SU,3,,,,,,,,,,,
CIAS,FNAS,561,200194,Digital Art Printmaking,"Undergraduate students may elect to take this course for greater practice and experience with popular software and digital tools to create fine art prints.  Students will become more knowledgeable about printmaking processes, and using concepts employing digital design and production of unique prints on paper.",LEL,,Prerequisites: FNAS-202 or equivalent course.,FALL,3,,,,,,,,,,,
CIAS,FNAS,563,103216,Contemporary Drawing,"Students experiment and explore drawing as an expressive end, in and of itself. Individual approaches to content range from abstraction through representational art, as students address contemporary visual art issues through drawing. Participation in classroom exercises along with the development of individual work is expected.",STU,,Prerequisites: FDTN-112 or equivalent course.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,568,200346,Monoprint Figure,Introduction and continuation of life drawing exercises focusing on dynamic and expressive line quality.  Half of the class time schedule will be dedicated to life drawing and the other half to mono-printing. The focus will be on applying figure drawing skills to mono-printmaking and how to creatively apply techniques that will result in works of art.,STU,,Prerequisites: FDTN-112 and FDTN-122 or equivalent courses.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,571,200425,Painting the Figure,"This class is structured to explore materials and techniques in order to paint the human form. Theory and practice of color and drawing, as well as other resources, will be used to develop an understanding of how to portray the figure.  Traditional and contemporary approaches to figurative painting are utilized in producing figure paintings.",LEL,,Prerequisites: FDTN-112 and FDTN-122 or equivalent courses.,FALL,3,,,,,,,,,,,
CIAS,FNAS,573,200843,Figure Sculpture,Through the use of live models the student will develop an understanding of the human form through the creation of multiple armatures and oil clay maquettes.  The student will then create a casting pulled from the accumulated experience with the model.,LEC,,This class is restricted to students with majors in CIAS and at least 3rd year student standing.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,583,200347,Welding and Fabrication,This course is designed to introduce or develop students’ skills in metal fabrication.  Several different types of equipment will be introduced and explained along with the welding and cutting processes. Emphasis will be placed on students completing body of work consisting of finished fabricated steel sculptures. The course will be taught off-campus at Rochester Arc and Flame Center. **Fee: There is a $200 lab fee to cover personal equipment and supplies**,LEL,,Prerequisites: FDTN-132 or equivalent course.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,599,107154,Fine Arts Studio Independent Study,"Fine Arts Studio Independent Study will provide students with the ability to study in a specialized area with an individual faculty member. Students, with the assistance of a faculty advisor will propose a course of study. Fine Arts Studio Independent Study students must obtain permission of an instructor and complete the Independent Study Permission Form to enroll.",IND,,Enrollment in this course requires permission from the department offering the course.,FALL-SPRNG,1.00 - 6.00,Department Consent Required,,,,,,,,,,
